timestamp,rows_used,old_f1,old_auc,new_f1,new_auc,swapped,threshold
2026-04-15T06:58:31+00:00,61065,0.8598,0.9621,0.8598,0.9621,True,0.5
2026-04-15T07:04:05+00:00,61065,0.8598,0.9621,0.8598,0.9621,True,0.5
